0.88	2.53903	2.64268	0.74985
1	8.28285	5.59217	6.73068
0.88	0.853119	6.20656	3.71411
1	3.12773	4.81708	4.38875
0.88	3.05363	1.21947	2.95019
1	5.54996	4.80476	0.84052
0.88	4.68527	3.8534	6.88912
1	1.39981	8.95296	8.23736
0.88	8.83032	5.88981	7.32095
1	4.20632	2.59321	2.85471
0.88	8.0677	0.792798	6.54163
1	3.71122	1.50395	1.28863
0.88	9.30127	1.84918	8.3957
1	4.12162	4.41206	2.60509
0.88	9.09641	0.710015	1.85454
1	1.63654	0.0373716	2.69024
0.88	6.99763	3.18005	3.2573
1	2.01839	4.74165	5.55015
0.88	5.06482	8.57913	8.09688
1	6.50381	1.28808	2.3881
0.88	3.50218	3.1693	6.62423
1	0.54147	9.35036	0.351638
0.88	2.40307	2.34365	2.89642
1	2.91067	1.20831	0.399448
0.88	0.164026	2.20897	3.52544
1	2.97223	4.31332	8.24825
0.88	1.87732	8.66147	4.07893
1	4.09421	9.22277	1.42269
0.88	8.46603	2.63384	9.08844
1	1.7693	3.44554	1.99611
0.88	9.24805	4.08951	0.0586026
1	0.458765	8.6687	5.25995
0.88	3.60538	5.71001	6.04076
1	6.832	7.22387	6.00799
0.88	2.20818	4.8071	0.450254
1	1.74569	5.40587	0.163462
0.88	5.78224	2.38005	9.13609
1	3.81351	5.66914	0.118281
0.88	0.283072	4.48988	3.76234
1	8.54584	1.12944	5.87186
0.88	2.60962	6.27806	2.62936
1	3.84016	5.6908	2.12662
0.88	0.46041	2.42504	0.41453
1	2.96508	8.01168	4.58061
0.88	7.00817	7.22755	1.77579
1	0.874099	1.05241	7.21716
0.88	3.46789	8.52289	1.69213
1	2.33171	5.96836	0.849905
0.88	1.96007	2.10345	4.28712
1	7.58036	4.30855	9.28452
0.88	9.31837	0.764972	7.70032
1	2.99122	1.74008	8.92442
0.88	3.51072	3.29327	0.940201
1	9.40193	9.32554	4.51081
0.88	6.42381	4.97541	1.35833
1	4.82697	4.06919	0.166057
0.88	7.82882	5.0019	0.464169
1	1.60577	1.3251	3.85165
0.88	3.41674	4.43538	6.69695
1	4.64414	4.94295	1.62566
0.88	1.67256	1.41341	6.8815
1	8.44243	3.29457	1.2566
0.88	7.53104	1.49413	3.65286
1	1.21157	8.70145	3.31429
0.88	3.51149	7.04907	3.1562
1	1.38472	0.300255	3.83628
0.88	4.78931	6.74539	1.55868
1	2.70654	6.88065	3.2406
0.88	0.913359	2.72901	6.21544
1	0.364644	1.25535	2.09772
