1 17.4221 31.2404 1.7598 0.162071 0.0290559 0.986351
1 24.717 22.602 1.62074 0.745857 0.166565 -0.644945
1 13.9723 12.9023 1.74522 -0.20389 -0.544164 0.813827
1 29.562 18.8018 1.60791 0.0993454 -0.368058 -0.92448
1 7.27299 25.1855 1.74837 0.437093 -0.0876304 0.895137
1 14.5744 17.4695 1.76566 -0.54394 -0.58984 0.59684
1 14.1311 25.4241 1.61364 0.431658 0.398115 -0.809429
1 25.1329 17.192 1.60951 -0.229038 0.194819 -0.953723
1 9.77253 2.50166 1.60968 -0.109942 -0.280572 -0.953516
1 1.83396 16.2193 1.75447 -0.56893 0.365982 0.736462
1 14.272 9.03025 1.74576 0.387019 -0.517908 0.762881
1 32.5019 14.7467 1.75919 -0.350606 -0.367075 0.861587
1 25.1095 33.8895 1.75732 0.266134 -0.153877 0.951575
1 32.5175 9.2081 1.75374 0.63356 -0.37195 0.678421
1 14.4231 23.2429 1.60809 0.0374306 0.296339 -0.954349
1 25.7655 20.1267 1.60935 0.267442 0.1203 -0.956035
1 14.1983 31.9514 1.75665 0.10395 -0.354231 0.929363
1 25.7998 15.5827 1.62303 -0.503373 0.0950277 -0.858828
1 23.8226 16.0442 1.60943 -0.477986 0.342948 -0.808651
1 13.1211 25.6623 1.61334 0.45989 0.580311 -0.672116
1 18.5437 31.2111 1.7595 0.160289 0.163183 0.973488
1 12.7054 21.0816 1.62235 -0.308776 0.572087 -0.759851
1 19.8677 33.583 1.75555 -0.170528 0.427294 0.887885
1 30.6479 22.3619 1.78786 -0.631327 0.525262 0.570549
1 21.7677 0.857088 1.71752 0.401053 -0.604432 0.688345
1 29.4412 10.7237 1.60742 0.333002 -0.496051 -0.8019
1 7.43006 19.8303 1.61599 0.493473 0.373799 -0.78534
1 10.7077 13.7094 1.61408 -0.152859 -0.369835 -0.916437
1 9.60633 6.46769 1.60762 0.380148 0.180502 -0.907142
1 17.168 9.12164 1.76011 0.296238 -0.0305522 0.954625
1 6.52282 14.3333 1.6155 -0.0901764 0.353786 -0.930969
1 8.35402 28.3857 1.76112 -0.0681593 0.13718 0.988198
1 7.90972 1.41838 1.60804 -0.251088 -0.0674252 -0.965613
1 18.2362 24.3088 1.61074 0.261582 -0.263029 -0.92865
1 14.059 15.9772 1.76474 -0.336767 -0.708162 0.620559
1 27.2459 26.8779 1.75668 0.0134939 0.262276 0.964899
1 3.01703 8.6435 1.62603 0.783282 0.284923 -0.552529
1 13.0113 7.9185 1.61466 0.537953 -0.464377 -0.703534
1 19.8609 32.4309 1.75978 -0.0169989 0.393019 0.919373
1 12.5489 16.8635 1.61159 0.0491459 -0.598573 -0.799559
1 33.3089 15.4989 1.75923 -0.476714 -0.19954 0.856112
1 3.17729 20.1601 1.75836 0.218606 0.179641 0.959135
1 18.5804 21.2546 1.61185 -0.310554 -0.358407 -0.880398
1 15.5231 10.402 1.76174 0.164346 -0.328311 0.930163
1 10.798 20.5039 1.61232 0.606519 -0.349528 -0.714118
1 22.7737 23.5622 1.76805 0.717593 -0.247871 0.650861
1 14.5625 15.0837 1.73594 -0.320063 -0.503231 0.802694
1 33.9385 8.98695 1.75648 0.708986 -0.13912 0.691364
1 21.6354 7.36359 1.60992 -0.102235 0.586772 -0.803272
1 30.6366 5.20498 1.59931 0.297418 0.71851 -0.628718
1 25.8606 30.6339 1.75051 -0.738792 0.125721 0.662103
1 4.18772 20.4288 1.75875 0.169583 0.347115 0.922363
1 9.63667 0.234873 1.61304 -0.417149 -0.343741 -0.841326
1 17.7202 26.0413 1.61071 0.575288 -0.120453 -0.809033
1 27.3917 22.1549 1.607 0.632308 0.0283669 -0.774197
1 5.70542 30.1429 1.75538 -0.351452 -0.207629 0.912892
1 32.9888 28.0783 1.6084 -0.0447494 -0.152786 -0.987246
1 27.4345 30.2946 1.76387 -0.610915 0.343052 0.713511
1 15.4572 7.93157 1.7534 0.423407 -0.431878 0.796371
1 31.5607 1.34514 1.61363 -0.4204 0.427434 -0.800352
1 10.0968 3.65033 1.60512 -0.00109001 -0.144449 -0.989512
1 28.2729 27.1302 1.75587 -0.0236809 0.421614 0.906466
1 15.9021 17.6962 1.75302 -0.635387 -0.320072 0.702736
1 0.090284 13.3266 1.7604 -0.0939571 0.0254809 0.99525
1 31.2274 27.6545 1.60782 -0.109627 0.115393 -0.987252
1 10.2365 24.1491 1.74836 0.605918 0.362573 0.7081
1 21.7251 6.01476 1.63538 -0.291599 0.616694 -0.731203
1 12.0634 34.0493 1.74307 -0.248818 -0.669674 0.699733
1 13.4601 23.3398 1.61197 0.0658484 0.455548 -0.887772
1 33.071 27.0031 1.61037 -0.22063 -0.238954 -0.945634
1 32.7792 4.66647 1.60717 0.105098 0.279374 -0.954413
1 11.7755 6.55468 1.61089 0.350438 -0.218914 -0.910642
1 6.9757 1.0215 1.60944 -0.30138 0.0461738 -0.952386
1 15.5174 11.5228 1.76104 0.0379169 -0.299186 0.953441
1 16.8206 30.4524 1.75777 0.282983 -0.0468069 0.957982
1 27.4561 24.9641 1.76027 0.322961 0.354476 0.877521
1 21.0078 17.1175 1.74927 -0.494335 0.489088 0.718628
1 26.2706 26.5563 1.75924 0.0734033 0.115008 0.990649
1 0.241158 12.3934 1.76056 0.0689739 0.037698 0.996906
1 8.57446 29.3503 1.75956 -0.226908 0.178642 0.957392
1 27.1642 3.05006 1.75492 -0.471791 0.22993 0.851202
1 30.9334 24.3762 1.60213 -0.644989 -0.129316 -0.753171
1 32.0403 28.3581 1.60782 0.0156724 0.0280918 -0.999482
1 29.7055 11.8489 1.62287 0.45749 -0.656483 -0.599777
1 20.6075 31.6008 1.75428 0.0962408 0.461777 0.88176
1 29.8722 9.50469 1.60963 0.166775 -0.552826 -0.816437
1 9.02275 16.4008 1.60722 0.122526 -0.0193459 -0.992277
1 25.0587 11.0343 1.60943 0.296224 0.122759 -0.947197
1 0.732769 9.01854 1.75221 0.692267 0.0786942 0.717338
1 2.61983 15.0392 1.75936 -0.307034 0.523767 0.794606
1 24.64 7.25198 1.60892 -0.262709 0.147422 -0.953546
1 8.5607 5.92796 1.61459 0.255107 0.350781 -0.90104
1 22.787 12.6959 1.62001 0.506591 0.44538 -0.738243
1 19.0467 27.2067 1.76965 -0.837771 0.0972441 0.537292
1 18.9993 10.6281 1.75466 0.204885 0.36286 0.90904
1 5.06278 5.85077 1.62222 0.330298 0.115396 -0.936796
1 22.1317 26.7312 1.75747 -0.00888653 -0.564857 0.825141
1 3.34286 22.1159 1.75586 -0.14256 0.177804 0.973685
1 11.7537 31.1181 1.7303 0.365536 -0.688674 0.626188
1 25.5692 19.143 1.61047 0.100306 0.147668 -0.983938
1 9.28992 33.7845 1.60553 -0.586107 -0.264236 -0.765936
1 26.4334 24.7427 1.75105 0.412004 0.168144 0.895534
1 27.0418 16.8506 1.60909 -0.226034 -0.0388565 -0.973344
1 20.3376 8.16667 1.76479 0.336615 0.662141 0.669522
1 33.9385 12.5831 1.75989 0.0298334 -0.113398 0.993102
1 27.5507 11.9426 1.60918 0.463664 -0.26785 -0.844554
1 8.28249 33.0192 1.61303 -0.774204 -0.107804 -0.623687
1 28.9382 15.0411 1.614 -0.500757 -0.267195 -0.823316
1 23.478 20.868 1.61637 0.385684 0.369241 -0.845523
1 32.6713 0.831667 1.611 -0.504175 0.218692 -0.835453
1 22.3361 17.8223 1.61311 -0.147177 0.55762 -0.816945
1 15.2099 14.4233 1.75247 -0.275564 -0.340232 0.899059
1 31.5709 6.12549 1.61416 0.376821 0.478489 -0.793129
1 15.6065 6.75873 1.74927 0.584527 -0.385904 0.713727
1 14.6793 21.3984 1.61528 -0.278885 0.240637 -0.929686
1 4.66155 12.1942 1.60038 -0.261399 0.784965 -0.561695
1 6.56819 17.7056 1.61157 0.236039 0.42805 -0.872387
1 6.11259 12.3697 1.60938 -0.270371 0.413387 -0.869489
1 3.8056 31.1934 1.74963 -0.48521 -0.476325 0.733271
1 20.864 22.9753 1.60965 -0.0671123 -0.669474 -0.739798
1 14.2871 28.0107 1.74321 0.704634 -0.325577 0.630469
1 4.29662 28.7086 1.75833 -0.0832745 -0.444453 0.891923
1 16.2551 16.7303 1.75559 -0.504556 -0.23842 0.829807
1 30.9892 15.8247 1.6069 -0.403929 -0.650663 -0.643023
1 25.6736 28.2218 1.75971 -0.237765 0.0384055 0.970563
1 27.0715 17.8357 1.60696 -0.0729308 -0.0380235 -0.996612
1 18.9486 32.12 1.76111 0.0278285 0.236552 0.97122
1 13.4335 17.4285 1.60708 0.0943593 -0.765096 -0.636965
1 23.5814 7.03194 1.60568 -0.284577 0.288588 -0.914184
1 25.4909 2.05906 1.75454 -0.212 -0.012746 0.977187
1 8.13745 27.4081 1.761 0.0892794 0.0980949 0.991164
1 7.95096 2.41746 1.60718 -0.114612 -0.0631999 -0.991398
1 18.1615 7.27703 1.75471 0.517463 0.132063 0.845453
1 20.4138 0.958382 1.74236 -0.389878 0.612789 0.687376
1 6.67295 11.2978 1.61193 -0.396794 0.350664 -0.848286
1 32.1736 10.3202 1.74593 0.405736 -0.430294 0.806365
1 9.58988 15.5281 1.60805 0.0468351 -0.136861 -0.989482
1 33.9433 27.782 1.60973 -0.102896 -0.333779 -0.937019
1 34.0767 16.2592 1.75843 -0.607154 -0.033011 0.793898
1 5.4835 17.2913 1.60988 0.31878 0.609243 -0.726087
1 18.7179 3.99568 1.75811 -0.65822 0.367952 0.656779
1 2.36806 6.06762 1.60558 0.277241 -0.42308 -0.862636
1 23.385 6.02868 1.61163 -0.440816 0.293759 -0.848167
1 27.3679 0.678089 1.76164 -0.0285959 0.223418 0.974303
1 17.2345 17.4456 1.75064 -0.64961 -0.0727791 0.756776
1 8.5748 26.5196 1.76047 0.230658 0.146631 0.961923
1 9.58909 25.7572 1.76284 0.354188 0.294777 0.887501
1 25.441 6.56259 1.61317 -0.383274 0.0230411 -0.923347
1 19.9322 15.2974 1.75837 -0.186868 0.406361 0.8944
1 23.0796 26.4192 1.757 0.0751062 -0.408774 0.90954
1 27.8764 12.9183 1.61127 0.659477 -0.318472 -0.68093
1 6.85151 13.1036 1.60618 -0.199556 0.295096 -0.934396
1 17.263 19.2801 1.5968 -0.69007 -0.234371 -0.684744
1 27.6408 32.6098 1.75498 0.424632 0.229101 0.8759
1 9.55147 19.8421 1.61161 0.525045 -0.0540725 -0.849355
1 8.85692 1.88293 1.60743 -0.194586 -0.191458 -0.962019
1 12.4586 18.1273 1.61557 0.272389 -0.589962 -0.760098
